"Ref_Occ","Spouse_Occ","pct_couples","ref_person"
"Physicians and surgeons","Physicians and surgeons",0.325358851674641,"Husband"
"Physicians and surgeons","Registered nurses",0.0758714969241285,"Husband"
"Physicians and surgeons","Postsecondary teachers",0.0369104579630895,"Husband"
"Physicians and surgeons","Elementary and middle school teachers",0.0369104579630895,"Husband"
"Physicians and surgeons","Lawyers and judges",0.0314422419685578,"Husband"
"Physicians and surgeons","Medical and health services managers",0.025974025974026,"Husband"
"Physicians and surgeons","Miscellaneous managers",0.024606971975393,"Husband"
"Physicians and surgeons","Secretaries and administrative assistants",0.0211893369788107,"Husband"
"Physicians and surgeons","Office and administrative support supervisors",0.0184552289815448,"Husband"
"Physicians and surgeons","Dentists",0.0177717019822283,"Husband"
"Physician assistants","Registered nurses",0.180952380952381,"Husband"
"Physical therapists","Physical therapists",0.155555555555556,"Husband"
"Physical therapists","Registered nurses",0.107407407407407,"Husband"
"Physical therapists","Elementary and middle school teachers",0.0962962962962963,"Husband"
"Respiratory therapists","Registered nurses",0.300613496932515,"Husband"
"Veterinarians","Veterinarians",0.2,"Husband"
"Registered nurses","Registered nurses",0.317886932344764,"Husband"
"Registered nurses","Elementary and middle school teachers",0.0611677479147359,"Husband"
"Registered nurses","Secretaries and administrative assistants",0.0315106580166821,"Husband"
"Registered nurses","Licensed practical and licensed vocational nurses",0.0250231696014829,"Husband"
"Registered nurses","Retail sales supervisors",0.020389249304912,"Husband"
"Registered nurses","Nursing, psychiatric, and home health aides",0.0194624652455978,"Husband"
"Registered nurses","Medical and health services managers",0.0148285449490269,"Husband"
"Registered nurses","Social workers",0.0148285449490269,"Husband"
"Registered nurses","Accountants and auditors",0.0139017608897127,"Husband"
"Registered nurses","Postsecondary teachers",0.0129749768303985,"Husband"
"Laboratory technicians","Registered nurses",0.14018691588785,"Husband"
"Laboratory technicians","Laboratory technicians",0.0934579439252336,"Husband"
"Laboratory technicians","Secretaries and administrative assistants",0.0560747663551402,"Husband"
"Diagnostic technicians","Registered nurses",0.127167630057803,"Husband"
"Diagnostic technicians","Diagnostic technicians",0.115606936416185,"Husband"
"Diagnostic technicians","Elementary and middle school teachers",0.069364161849711,"Husband"
"Diagnostic technicians","Secretaries and administrative assistants",0.0317919075144509,"Husband"
"Paramedics and EMTs","Registered nurses",0.18961625282167,"Husband"
"Paramedics and EMTs","Secretaries and administrative assistants",0.0767494356659142,"Husband"
"Paramedics and EMTs","Elementary and middle school teachers",0.0632054176072235,"Husband"
"Paramedics and EMTs","Paramedics and EMTs",0.0609480812641084,"Husband"
"Health practitioner support technologists and technicians","Registered nurses",0.127725856697819,"Husband"
"Health practitioner support technologists and technicians","Elementary and middle school teachers",0.0809968847352025,"Husband"
"Health practitioner support technologists and technicians","Health practitioner support technologists and technicians",0.0623052959501558,"Husband"
"Licensed practical and licensed vocational nurses","Registered nurses",0.140350877192982,"Husband"
"Licensed practical and licensed vocational nurses","Licensed practical and licensed vocational nurses",0.0964912280701754,"Husband"
"Licensed practical and licensed vocational nurses","Nursing, psychiatric, and home health aides",0.0482456140350877,"Husband"
"Miscellaneous health technologists and technicians","Registered nurses",0.117647058823529,"Husband"
"Other healthcare practitioners and technical occupations","Elementary and middle school teachers",0.121052631578947,"Husband"
"Other healthcare practitioners and technical occupations","Registered nurses",0.0631578947368421,"Husband"
"Nursing, psychiatric, and home health aides","Nursing, psychiatric, and home health aides",0.162303664921466,"Husband"
"Nursing, psychiatric, and home health aides","Registered nurses",0.12565445026178,"Husband"
"Nursing, psychiatric, and home health aides","Licensed practical and licensed vocational nurses",0.0523560209424084,"Husband"
"Nursing, psychiatric, and home health aides","Secretaries and administrative assistants",0.0523560209424084,"Husband"
"Nursing, psychiatric, and home health aides","Elementary and middle school teachers",0.0392670157068063,"Husband"
"Nursing, psychiatric, and home health aides","Personal care aides",0.0287958115183246,"Husband"
"Correctional officer supervisors","Elementary and middle school teachers",0.0714285714285714,"Husband"
"Correctional officer supervisors","Registered nurses",0.0625,"Husband"
"Police supervisors","Elementary and middle school teachers",0.093816631130064,"Husband"
"Police supervisors","Registered nurses",0.0682302771855011,"Husband"
"Police supervisors","Secretaries and administrative assistants",0.0597014925373134,"Husband"
"Police supervisors","Miscellaneous managers",0.0319829424307036,"Husband"
"Police supervisors","Secondary school teachers",0.0298507462686567,"Husband"
"Police supervisors","Office and administrative support supervisors",0.0255863539445629,"Husband"
"Police supervisors","General office clerks",0.023454157782516,"Husband"
"Protective service supervisors","Elementary and middle school teachers",0.054726368159204,"Husband"
"Protective service supervisors","Registered nurses",0.054726368159204,"Husband"
"Protective service supervisors","Secretaries and administrative assistants",0.054726368159204,"Husband"
"Firefighters","Elementary and middle school teachers",0.112369337979094,"Husband"
"Firefighters","Registered nurses",0.0993031358885017,"Husband"
"Firefighters","Secretaries and administrative assistants",0.0566202090592334,"Husband"
"Firefighters","Miscellaneous managers",0.0252613240418118,"Husband"
"Firefighters","Financial managers",0.0182926829268293,"Husband"
"Firefighters","Social workers",0.0165505226480836,"Husband"
"Firefighters","Retail sales supervisors",0.0165505226480836,"Husband"
"Firefighters","Bookkeeping, accounting, and auditing clerks",0.0165505226480836,"Husband"
"Firefighters","Accountants and auditors",0.0156794425087108,"Husband"
"Firefighters","Medical and health services managers",0.014808362369338,"Husband"
"Bailiffs, correctional officers, and jailers","Registered nurses",0.064570943075616,"Husband"
"Bailiffs, correctional officers, and jailers","Elementary and middle school teachers",0.0586236193712829,"Husband"
"Bailiffs, correctional officers, and jailers","Secretaries and administrative assistants",0.0586236193712829,"Husband"
"Bailiffs, correctional officers, and jailers","Bailiffs, correctional officers, and jailers",0.054375531011045,"Husband"
"Bailiffs, correctional officers, and jailers","Licensed practical and licensed vocational nurses",0.0271877655055225,"Husband"
"Bailiffs, correctional officers, and jailers","Social workers",0.0263381478334749,"Husband"
"Bailiffs, correctional officers, and jailers","Miscellaneous managers",0.0237892948173322,"Husband"
"Bailiffs, correctional officers, and jailers","Bookkeeping, accounting, and auditing clerks",0.0212404418011895,"Husband"
"Bailiffs, correctional officers, and jailers","Customer service representatives",0.0186915887850467,"Husband"
"Bailiffs, correctional officers, and jailers","Teacher assistants",0.0178419711129991,"Husband"
"Detectives","Elementary and middle school teachers",0.0997679814385151,"Husband"
"Detectives","Registered nurses",0.0696055684454756,"Husband"
"Detectives","Secretaries and administrative assistants",0.0580046403712297,"Husband"
"Detectives","Miscellaneous managers",0.037122969837587,"Husband"
"Detectives","Detectives",0.0348027842227378,"Husband"
"Detectives","Retail sales supervisors",0.0301624129930394,"Husband"
"Detectives","Non-retail sales supervisors",0.0255220417633411,"Husband"
"Police officers","Elementary and middle school teachers",0.113267326732673,"Husband"
"Police officers","Registered nurses",0.0744554455445545,"Husband"
"Police officers","Secretaries and administrative assistants",0.0562376237623762,"Husband"
"Police officers","Police officers",0.0320792079207921,"Husband"
"Police officers","Miscellaneous managers",0.0300990099009901,"Husband"
"Police officers","Accountants and auditors",0.0233663366336634,"Husband"
"Police officers","Social workers",0.0178217821782178,"Husband"
"Police officers","Licensed practical and licensed vocational nurses",0.0174257425742574,"Husband"
"Police officers","Customer service representatives",0.0174257425742574,"Husband"
"Police officers","General office clerks",0.0158415841584158,"Husband"
"Private detectives and investigators","Elementary and middle school teachers",0.0967741935483871,"Husband"
"Security guards","Elementary and middle school teachers",0.0555555555555556,"Husband"
"Security guards","Registered nurses",0.0514096185737977,"Husband"
"Security guards","Secretaries and administrative assistants",0.0472636815920398,"Husband"
"Security guards","Retail sales supervisors",0.0315091210613599,"Husband"
"Security guards","Nursing, psychiatric, and home health aides",0.0265339966832504,"Husband"
"Security guards","Miscellaneous managers",0.0257048092868988,"Husband"
"Security guards","Security guards",0.0257048092868988,"Husband"
"Security guards","Licensed practical and licensed vocational nurses",0.0232172470978441,"Husband"
"Security guards","Customer service representatives",0.0232172470978441,"Husband"
"Security guards","Bookkeeping, accounting, and auditing clerks",0.0207296849087894,"Husband"
"Chefs and head cooks","Food service managers",0.0501730103806228,"Husband"
"Chefs and head cooks","Waiters and waitresses",0.0484429065743945,"Husband"
"Chefs and head cooks","Elementary and middle school teachers",0.0467128027681661,"Husband"
"Chefs and head cooks","Chefs and head cooks",0.0380622837370242,"Husband"
"Chefs and head cooks","Registered nurses",0.0363321799307958,"Husband"
"Chefs and head cooks","Cashiers",0.0311418685121107,"Husband"
"Chefs and head cooks","Secretaries and administrative assistants",0.0294117647058824,"Husband"
"Chefs and head cooks","Customer service representatives",0.0242214532871972,"Husband"
"Chefs and head cooks","Retail sales supervisors",0.0224913494809689,"Husband"
"Chefs and head cooks","Nursing, psychiatric, and home health aides",0.0224913494809689,"Husband"
"Food preparation supervisors","Food preparation supervisors",0.0567164179104478,"Husband"
"Food preparation supervisors","Elementary and middle school teachers",0.0447761194029851,"Husband"
"Food preparation supervisors","Secretaries and administrative assistants",0.0447761194029851,"Husband"
"Food preparation supervisors","Retail sales supervisors",0.0388059701492537,"Husband"
"Food preparation supervisors","Cooks",0.0358208955223881,"Husband"
"Food preparation supervisors","Waiters and waitresses",0.0358208955223881,"Husband"
"Cooks","Cooks",0.0923236514522822,"Husband"
"Cooks","Waiters and waitresses",0.0601659751037344,"Husband"
"Cooks","Maids and housekeepers",0.0497925311203319,"Husband"
"Cooks","Cashiers",0.0435684647302905,"Husband"
"Cooks","Nursing, psychiatric, and home health aides",0.0321576763485477,"Husband"
"Cooks","Registered nurses",0.029045643153527,"Husband"
"Cooks","Food service managers",0.024896265560166,"Husband"
"Cooks","Retail sales supervisors",0.020746887966805,"Husband"
"Cooks","Customer service representatives",0.020746887966805,"Husband"
"Cooks","Elementary and middle school teachers",0.0186721991701245,"Husband"
"Food preparation workers","Food preparation workers",0.122448979591837,"Husband"
"Bartenders","Registered nurses",0.0709677419354839,"Husband"
"Waiters and waitresses","Waiters and waitresses",0.102739726027397,"Husband"
"Waiters and waitresses","Maids and housekeepers",0.0376712328767123,"Husband"
"Waiters and waitresses","Secretaries and administrative assistants",0.0376712328767123,"Husband"
"Dishwashers","Maids and housekeepers",0.194444444444444,"Husband"
"Housekeeping and janitorial supervisors","Secretaries and administrative assistants",0.0829383886255924,"Husband"
"Housekeeping and janitorial supervisors","Elementary and middle school teachers",0.0545023696682464,"Husband"
"Housekeeping and janitorial supervisors","Registered nurses",0.0450236966824645,"Husband"
"Housekeeping and janitorial supervisors","Housekeeping and janitorial supervisors",0.037914691943128,"Husband"
"Housekeeping and janitorial supervisors","Office and administrative support supervisors",0.0355450236966825,"Husband"
"Housekeeping and janitorial supervisors","Miscellaneous managers",0.033175355450237,"Husband"
"Groundskeeping supervisors","Elementary and middle school teachers",0.0902061855670103,"Husband"
"Groundskeeping supervisors","Secretaries and administrative assistants",0.0644329896907216,"Husband"
"Groundskeeping supervisors","Registered nurses",0.0412371134020619,"Husband"
"Groundskeeping supervisors","Miscellaneous managers",0.0335051546391753,"Husband"
"Groundskeeping supervisors","Office and administrative support supervisors",0.0283505154639175,"Husband"
"Maids and housekeepers","Maids and housekeepers",0.261538461538462,"Husband"
"Maids and housekeepers","Registered nurses",0.05,"Husband"
"Maids and housekeepers","Secretaries and administrative assistants",0.0461538461538462,"Husband"
"Maids and housekeepers","Nursing, psychiatric, and home health aides",0.0423076923076923,"Husband"
"Pest control workers","Secretaries and administrative assistants",0.0812182741116751,"Husband"
"Pest control workers","Elementary and middle school teachers",0.0761421319796954,"Husband"
"Grounds maintenance workers","Secretaries and administrative assistants",0.060471037555697,"Husband"
"Grounds maintenance workers","Elementary and middle school teachers",0.0509229789942712,"Husband"
"Grounds maintenance workers","Maids and housekeepers",0.0502864417568428,"Husband"
"Grounds maintenance workers","Registered nurses",0.0388287714831318,"Husband"
"Grounds maintenance workers","Retail sales supervisors",0.0241884150222788,"Husband"
"Grounds maintenance workers","Cooks",0.0222788033099936,"Husband"
"Grounds maintenance workers","Bookkeeping, accounting, and auditing clerks",0.0216422660725652,"Husband"
"Grounds maintenance workers","Nursing, psychiatric, and home health aides",0.0216422660725652,"Husband"
"Grounds maintenance workers","Customer service representatives",0.0210057288351369,"Husband"
"Grounds maintenance workers","Miscellaneous managers",0.0190961171228517,"Husband"
"Gaming services workers","Gaming services workers",0.211009174311927,"Husband"
"Hairdressers","Hairdressers",0.164383561643836,"Husband"
"Miscellaneous personal appearance workers","Miscellaneous personal appearance workers",0.741071428571429,"Husband"
"Childcare workers","Childcare workers",0.270588235294118,"Husband"
"Personal care aides","Personal care aides",0.206008583690987,"Husband"
"Personal care aides","Nursing, psychiatric, and home health aides",0.0858369098712446,"Husband"
"Personal care aides","Registered nurses",0.0643776824034335,"Husband"
"Personal care aides","Secretaries and administrative assistants",0.0472103004291846,"Husband"
"Recreation and fitness workers","Elementary and middle school teachers",0.0992063492063492,"Husband"
"Recreation and fitness workers","Secretaries and administrative assistants",0.0555555555555556,"Husband"
"Recreation and fitness workers","Registered nurses",0.0476190476190476,"Husband"
"Retail sales supervisors","Retail sales supervisors",0.0980392156862745,"Husband"
"Retail sales supervisors","Elementary and middle school teachers",0.0681114551083591,"Husband"
"Retail sales supervisors","Secretaries and administrative assistants",0.0592363261093911,"Husband"
"Retail sales supervisors","Registered nurses",0.0439628482972136,"Husband"
"Retail sales supervisors","Bookkeeping, accounting, and auditing clerks",0.0278637770897833,"Husband"
"Retail sales supervisors","Accountants and auditors",0.0239422084623323,"Husband"
"Retail sales supervisors","Miscellaneous managers",0.0237358101135191,"Husband"
"Retail sales supervisors","Retail salespersons",0.0237358101135191,"Husband"
"Retail sales supervisors","Customer service representatives",0.0235294117647059,"Husband"
"Retail sales supervisors","Office and administrative support supervisors",0.0194014447884417,"Husband"
"Non-retail sales supervisors","Elementary and middle school teachers",0.0813512581868321,"Husband"
"Non-retail sales supervisors","Secretaries and administrative assistants",0.0696311616683902,"Husband"
"Non-retail sales supervisors","Registered nurses",0.046535677352637,"Husband"
"Non-retail sales supervisors","Miscellaneous managers",0.0375732506032403,"Husband"
"Non-retail sales supervisors","Non-retail sales supervisors",0.0337814546708032,"Husband"
"Non-retail sales supervisors","Office and administrative support supervisors",0.0258531540847983,"Husband"
"Non-retail sales supervisors","Bookkeeping, accounting, and auditing clerks",0.0230954843157532,"Husband"
"Non-retail sales supervisors","Accountants and auditors",0.0224060668734919,"Husband"
"Non-retail sales supervisors","Financial managers",0.0213719407101,"Husband"
"Non-retail sales supervisors","Retail sales supervisors",0.0182695622199242,"Husband"
"Cashiers","Cashiers",0.0976253298153034,"Husband"
"Cashiers","Registered nurses",0.0448548812664908,"Husband"
"Cashiers","Retail sales supervisors",0.0369393139841689,"Husband"
"Cashiers","Bookkeeping, accounting, and auditing clerks",0.0316622691292876,"Husband"
"Cashiers","Customer service representatives",0.0316622691292876,"Husband"
"Cashiers","Secretaries and administrative assistants",0.0316622691292876,"Husband"
"Cashiers","Miscellaneous managers",0.029023746701847,"Husband"
"Parts salespersons","Secretaries and administrative assistants",0.0897959183673469,"Husband"
"Parts salespersons","Elementary and middle school teachers",0.0693877551020408,"Husband"
"Parts salespersons","Registered nurses",0.0693877551020408,"Husband"
"Retail salespersons","Elementary and middle school teachers",0.0798517520215633,"Husband"
"Retail salespersons","Secretaries and administrative assistants",0.0599730458221024,"Husband"
"Retail salespersons","Registered nurses",0.0478436657681941,"Husband"
"Retail salespersons","Retail salespersons",0.0454851752021563,"Husband"
"Retail salespersons","Accountants and auditors",0.0286388140161725,"Husband"
"Retail salespersons","Retail sales supervisors",0.0276280323450135,"Husband"
"Retail salespersons","Miscellaneous managers",0.0235849056603774,"Husband"
"Retail salespersons","Bookkeeping, accounting, and auditing clerks",0.0232479784366577,"Husband"
"Retail salespersons","Customer service representatives",0.0195417789757412,"Husband"
"Retail salespersons","Office and administrative support supervisors",0.0171832884097035,"Husband"
"Advertising sales agents","Elementary and middle school teachers",0.0657276995305164,"Husband"
"Insurance sales agents","Elementary and middle school teachers",0.109677419354839,"Husband"
"Insurance sales agents","Insurance sales agents",0.067741935483871,"Husband"
"Insurance sales agents","Secretaries and administrative assistants",0.0666666666666667,"Husband"
"Insurance sales agents","Registered nurses",0.0462365591397849,"Husband"
"Insurance sales agents","Miscellaneous managers",0.0344086021505376,"Husband"
"Insurance sales agents","Accountants and auditors",0.0225806451612903,"Husband"
"Insurance sales agents","Retail salespersons",0.0182795698924731,"Husband"
"Insurance sales agents","Non-retail sales supervisors",0.0172043010752688,"Husband"
"Insurance sales agents","Teacher assistants",0.0172043010752688,"Husband"
"Insurance sales agents","Lawyers and judges",0.0161290322580645,"Husband"
"Securities, commodities, and financial services sales agents","Elementary and middle school teachers",0.0934182590233546,"Husband"
"Securities, commodities, and financial services sales agents","Registered nurses",0.0573248407643312,"Husband"
"Securities, commodities, and financial services sales agents","Miscellaneous managers",0.0552016985138004,"Husband"
"Securities, commodities, and financial services sales agents","Accountants and auditors",0.0318471337579618,"Husband"
"Securities, commodities, and financial services sales agents","Real estate agents",0.0276008492569002,"Husband"
"Securities, commodities, and financial services sales agents","Securities, commodities, and financial services sales agents",0.0254777070063694,"Husband"
"Securities, commodities, and financial services sales agents","Financial managers",0.0254777070063694,"Husband"
"Services sales representatives","Elementary and middle school teachers",0.0764705882352941,"Husband"
"Services sales representatives","Secretaries and administrative assistants",0.0551470588235294,"Husband"
"Services sales representatives","Registered nurses",0.0441176470588235,"Husband"
"Services sales representatives","Miscellaneous managers",0.0323529411764706,"Husband"
"Services sales representatives","Accountants and auditors",0.0323529411764706,"Husband"
"Services sales representatives","Customer service representatives",0.0308823529411765,"Husband"
"Services sales representatives","Services sales representatives",0.0294117647058824,"Husband"
"Services sales representatives","Bookkeeping, accounting, and auditing clerks",0.0257352941176471,"Husband"
"Services sales representatives","Marketing and sales managers",0.0227941176470588,"Husband"
"Services sales representatives","Office and administrative support supervisors",0.0213235294117647,"Husband"
"Wholesale sales representatives","Elementary and middle school teachers",0.0829994275901546,"Husband"
"Wholesale sales representatives","Secretaries and administrative assistants",0.0658271322266743,"Husband"
"Wholesale sales representatives","Registered nurses",0.0500858614768174,"Husband"
"Wholesale sales representatives","Wholesale sales representatives",0.0409273039496279,"Husband"
"Wholesale sales representatives","Accountants and auditors",0.0294791070406411,"Husband"
"Wholesale sales representatives","Miscellaneous managers",0.0283342873497424,"Husband"
"Wholesale sales representatives","Bookkeeping, accounting, and auditing clerks",0.0274756725815684,"Husband"
"Wholesale sales representatives","Customer service representatives",0.0206067544361763,"Husband"
"Wholesale sales representatives","Teacher assistants",0.0174585002862049,"Husband"
"Wholesale sales representatives","Retail salespersons",0.0157412707498569,"Husband"
"Real estate agents","Real estate agents",0.104597701149425,"Husband"
"Real estate agents","Elementary and middle school teachers",0.064367816091954,"Husband"
"Real estate agents","Registered nurses",0.0448275862068966,"Husband"
"Real estate agents","Miscellaneous managers",0.0425287356321839,"Husband"
"Real estate agents","Secretaries and administrative assistants",0.0390804597701149,"Husband"
"Real estate agents","Accountants and auditors",0.0310344827586207,"Husband"
"Real estate agents","Office and administrative support supervisors",0.0229885057471264,"Husband"
"Real estate agents","Customer service representatives",0.0218390804597701,"Husband"
"Real estate agents","Bookkeeping, accounting, and auditing clerks",0.0206896551724138,"Husband"
"Real estate agents","Property, real estate, and community association managers",0.0195402298850575,"Husband"
"Other sales workers","Elementary and middle school teachers",0.0997375328083989,"Husband"
"Other sales workers","Secretaries and administrative assistants",0.057742782152231,"Husband"
"Other sales workers","Registered nurses",0.0446194225721785,"Husband"
"Other sales workers","Accountants and auditors",0.0341207349081365,"Husband"
"Other sales workers","Bookkeeping, accounting, and auditing clerks",0.031496062992126,"Husband"
"Other sales workers","Office and administrative support supervisors",0.0288713910761155,"Husband"
"Office and administrative support supervisors","Elementary and middle school teachers",0.0711506392440245,"Husband"
"Office and administrative support supervisors","Secretaries and administrative assistants",0.0572540300166759,"Husband"
"Office and administrative support supervisors","Registered nurses",0.0466926070038911,"Husband"
"Office and administrative support supervisors","Office and administrative support supervisors",0.0455808782657032,"Husband"
"Office and administrative support supervisors","Miscellaneous managers",0.0366870483602001,"Husband"
"Office and administrative support supervisors","Accountants and auditors",0.0300166759310728,"Husband"
"Office and administrative support supervisors","Customer service representatives",0.0266814897165092,"Husband"
"Office and administrative support supervisors","Retail sales supervisors",0.0200111172873819,"Husband"
"Office and administrative support supervisors","Bookkeeping, accounting, and auditing clerks",0.0194552529182879,"Husband"
"Office and administrative support supervisors","Human resources workers",0.0150083379655364,"Husband"
"Bookkeeping, accounting, and auditing clerks","Elementary and middle school teachers",0.0647249190938511,"Husband"
"Bookkeeping, accounting, and auditing clerks","Registered nurses",0.058252427184466,"Husband"
"Bookkeeping, accounting, and auditing clerks","Bookkeeping, accounting, and auditing clerks",0.0485436893203883,"Husband"
"Bookkeeping, accounting, and auditing clerks","Secretaries and administrative assistants",0.0453074433656958,"Husband"
"Bookkeeping, accounting, and auditing clerks","Miscellaneous managers",0.0388349514563107,"Husband"
"Bookkeeping, accounting, and auditing clerks","Accountants and auditors",0.0388349514563107,"Husband"
"Bookkeeping, accounting, and auditing clerks","Retail sales supervisors",0.0355987055016181,"Husband"
"Customer service representatives","Elementary and middle school teachers",0.0712933753943218,"Husband"
"Customer service representatives","Customer service representatives",0.0618296529968454,"Husband"
"Customer service representatives","Secretaries and administrative assistants",0.0511041009463722,"Husband"
"Customer service representatives","Registered nurses",0.044794952681388,"Husband"
"Customer service representatives","Miscellaneous managers",0.0340694006309148,"Husband"
"Customer service representatives","Retail sales supervisors",0.0277602523659306,"Husband"
"Customer service representatives","Accountants and auditors",0.0220820189274448,"Husband"
"Customer service representatives","Bookkeeping, accounting, and auditing clerks",0.0208201892744479,"Husband"
"Customer service representatives","Financial managers",0.0195583596214511,"Husband"
"Customer service representatives","Human resources workers",0.0182965299684543,"Husband"
"Receptionists and information clerks","Elementary and middle school teachers",0.083969465648855,"Husband"
"Couriers and messengers","Registered nurses",0.0668380462724936,"Husband"
"Couriers and messengers","Elementary and middle school teachers",0.0616966580976864,"Husband"
"Couriers and messengers","Secretaries and administrative assistants",0.0565552699228792,"Husband"
"Couriers and messengers","Retail sales supervisors",0.0308483290488432,"Husband"
"Dispatchers","Secretaries and administrative assistants",0.0906593406593407,"Husband"
"Dispatchers","Elementary and middle school teachers",0.0741758241758242,"Husband"
"Dispatchers","Registered nurses",0.0384615384615385,"Husband"
"Dispatchers","Bookkeeping, accounting, and auditing clerks",0.032967032967033,"Husband"
"Postal service clerks","Postal service clerks",0.092485549132948,"Husband"
"Mail carriers","Secretaries and administrative assistants",0.073469387755102,"Husband"
"Mail carriers","Elementary and middle school teachers",0.0653061224489796,"Husband"
"Mail carriers","Registered nurses",0.0571428571428571,"Husband"
"Mail carriers","Mail carriers",0.0530612244897959,"Husband"
"Mail carriers","Accountants and auditors",0.0244897959183673,"Husband"
"Mail carriers","Retail sales supervisors",0.0217687074829932,"Husband"
"Mail carriers","Postal service clerks",0.0204081632653061,"Husband"
"Mail carriers","Bookkeeping, accounting, and auditing clerks",0.0204081632653061,"Husband"
"Mail carriers","Nursing, psychiatric, and home health aides",0.0204081632653061,"Husband"
"Mail carriers","Teacher assistants",0.019047619047619,"Husband"
"Mail sorters","Secretaries and administrative assistants",0.126436781609195,"Husband"
"Production, planning, and expediting clerks","Elementary and middle school teachers",0.0728476821192053,"Husband"
"Production, planning, and expediting clerks","Secretaries and administrative assistants",0.0706401766004415,"Husband"
"Production, planning, and expediting clerks","Registered nurses",0.0463576158940397,"Husband"
"Production, planning, and expediting clerks","Miscellaneous managers",0.0397350993377483,"Husband"
"Production, planning, and expediting clerks","Bookkeeping, accounting, and auditing clerks",0.0309050772626932,"Husband"
"Production, planning, and expediting clerks","Financial managers",0.0242825607064018,"Husband"
"Shipping, receiving, and traffic clerks","Secretaries and administrative assistants",0.0509554140127389,"Husband"
"Shipping, receiving, and traffic clerks","Elementary and middle school teachers",0.035031847133758,"Husband"
"Shipping, receiving, and traffic clerks","Registered nurses",0.035031847133758,"Husband"
"Shipping, receiving, and traffic clerks","Customer service representatives",0.0329087048832272,"Husband"
"Shipping, receiving, and traffic clerks","Nursing, psychiatric, and home health aides",0.0329087048832272,"Husband"
"Shipping, receiving, and traffic clerks","Retail sales supervisors",0.0265392781316348,"Husband"
"Shipping, receiving, and traffic clerks","Stock clerks and order fillers",0.024416135881104,"Husband"
"Shipping, receiving, and traffic clerks","Miscellaneous managers",0.0222929936305732,"Husband"
"Shipping, receiving, and traffic clerks","Retail salespersons",0.0212314225053079,"Husband"
"Shipping, receiving, and traffic clerks","Licensed practical and licensed vocational nurses",0.0191082802547771,"Husband"
"Stock clerks and order fillers","Secretaries and administrative assistants",0.056749785038693,"Husband"
"Stock clerks and order fillers","Elementary and middle school teachers",0.0447119518486672,"Husband"
"Stock clerks and order fillers","Registered nurses",0.0386930352536543,"Husband"
"Stock clerks and order fillers","Retail sales supervisors",0.0369733447979364,"Husband"
"Stock clerks and order fillers","Nursing, psychiatric, and home health aides",0.0300945829750645,"Husband"
"Stock clerks and order fillers","Customer service representatives",0.0266552020636285,"Husband"
"Stock clerks and order fillers","Stock clerks and order fillers",0.0257953568357696,"Husband"
"Stock clerks and order fillers","Accountants and auditors",0.0223559759243336,"Husband"
"Stock clerks and order fillers","Licensed practical and licensed vocational nurses",0.0206362854686157,"Husband"
"Stock clerks and order fillers","Cashiers",0.0206362854686157,"Husband"
"Secretaries and administrative assistants","Secretaries and administrative assistants",0.0743034055727554,"Husband"
"Secretaries and administrative assistants","Elementary and middle school teachers",0.0557275541795666,"Husband"
"Secretaries and administrative assistants","Registered nurses",0.0557275541795666,"Husband"
"Secretaries and administrative assistants","Miscellaneous managers",0.0402476780185759,"Husband"
"Insurance claims and policy processing clerks","Elementary and middle school teachers",0.102272727272727,"Husband"
"Insurance claims and policy processing clerks","Insurance claims and policy processing clerks",0.0909090909090909,"Husband"
"General office clerks","General office clerks",0.127840909090909,"Husband"
"General office clerks","Secretaries and administrative assistants",0.0767045454545455,"Husband"
"General office clerks","Registered nurses",0.0568181818181818,"Husband"
"General office clerks","Elementary and middle school teachers",0.0369318181818182,"Husband"
"General office clerks","Miscellaneous managers",0.03125,"Husband"
"Miscellaneous office and administrative support workers","Elementary and middle school teachers",0.0634920634920635,"Husband"
"Miscellaneous office and administrative support workers","Secretaries and administrative assistants",0.044973544973545,"Husband"
"Miscellaneous office and administrative support workers","Miscellaneous managers",0.037037037037037,"Husband"
"Miscellaneous office and administrative support workers","Registered nurses",0.037037037037037,"Husband"
"Miscellaneous office and administrative support workers","Customer service representatives",0.0343915343915344,"Husband"
"Miscellaneous office and administrative support workers","Miscellaneous office and administrative support workers",0.0317460317460317,"Husband"
"Farming, fishing and forestry supervisors","Registered nurses",0.075,"Husband"
"Farming, fishing and forestry supervisors","Secretaries and administrative assistants",0.075,"Husband"
"Miscellaneous agricultural workers","Miscellaneous agricultural workers",0.140997830802603,"Husband"
"Miscellaneous agricultural workers","Elementary and middle school teachers",0.0585683297180043,"Husband"
"Miscellaneous agricultural workers","Secretaries and administrative assistants",0.0542299349240781,"Husband"
"Miscellaneous agricultural workers","Registered nurses",0.0466377440347072,"Husband"
"Miscellaneous agricultural workers","Maids and housekeepers",0.0238611713665944,"Husband"
"Miscellaneous agricultural workers","Nursing, psychiatric, and home health aides",0.0238611713665944,"Husband"
"Miscellaneous agricultural workers","Hand packers",0.0216919739696312,"Husband"
"Miscellaneous agricultural workers","Cooks",0.0216919739696312,"Husband"
"Miscellaneous agricultural workers","Customer service representatives",0.0216919739696312,"Husband"
"Miscellaneous agricultural workers","Retail sales supervisors",0.0206073752711497,"Husband"
"Logging workers","Registered nurses",0.0903225806451613,"Husband"
"Logging workers","Secretaries and administrative assistants",0.0709677419354839,"Husband"
